block_nr,count__expectancy,count_ec_block_loop,count_ec_blocks_loop,count_expectancy,expectancy,order,response__expectancy,response_expectancy,response_time__expectancy,response_time_expectancy,stim1,stim2,subject_nr,time_ec_block_loop,time_expectancy,usval
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","13.png","16.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1463.JPG","5.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3181.JPG","8.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7002.JPG","7.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9000.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","19.png","25.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","11.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","13.png","16.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","11.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2276.JPG","20.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","27.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","17.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7035.JPG","21.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3181.JPG","8.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3300.JPG","26.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","9280.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5970.JPG","5660.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1440.JPG","14.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","23.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7035.JPG","21.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","11.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7035.JPG","21.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","22.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","3.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","17.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","12.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2276.JPG","20.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5611.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","empty.png","11.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5780.JPG","5720.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","19.png","25.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2.png","6.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","7035.JPG","21.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","22.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","12.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5611.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","10.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5780.JPG","5720.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5970.JPG","5660.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","12.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","19.png","25.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3300.JPG","26.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2.png","6.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","10.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","23.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5250.JPG","9280.JPG","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","empty.png","17.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","4.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","22.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1440.JPG","14.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","24.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7090.JPG","18.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2276.JPG","20.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1463.JPG","5.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1620.JPG","1.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","23.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9000.JPG","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1620.JPG","1.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","2.png","6.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7002.JPG","7.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1440.JPG","14.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3181.JPG","8.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1620.JPG","1.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","4.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5870.JPG","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","empty.png","12.png","250","NA","NA","NA"
"3","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","4.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","22.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","15.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","7009.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","6.png","2.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5611.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9280.JPG","5250.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2900.1.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","1750.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","9265.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1540.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","13.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","25.png","19.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","13.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7175.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","5970.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","9265.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5870.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7175.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","1750.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","1590.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","27.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","5970.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9000.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","7006.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","5970.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5720.JPG","5780.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","27.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5870.JPG","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5611.JPG","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","9331.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","5870.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","6.png","2.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2900.1.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","1590.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9280.JPG","5250.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","3.png","9265.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","4.png","7175.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","23.png","1750.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9280.JPG","5250.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9000.JPG","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","25.png","19.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3.png","9265.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1540.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5720.JPG","5780.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","11.png","1590.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2900.1.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","22.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","7006.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","22.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","21.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","7009.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","16.png","13.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1540.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","6.png","2.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","14.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","12.png","7009.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9000.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","9331.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","26.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","17.png","9331.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","7006.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","7.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5720.JPG","5780.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","23.png","1750.JPG","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","25.png","19.png","250","NA","NA","NA"
"4","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4.png","7175.JPG","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","8.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","26.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","10.png","2900.1.JPG","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","15.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","25.png","19.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","1.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","24.png","7006.JPG","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","5660.JPG","5970.JPG","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","20.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","7.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","empty.png","9000.JPG","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","18.png","empty.png","250","NA","NA","NA"
"5","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","9.png","1540.JPG","250","NA","NA","NA"
